CREATED_DTM,ORDERS_REG,ORDERS_STO,ORDERS_WITEL,STATUS_NOTIF,TEMPLATE_TYPE
4/1/2022 22:37,REGIONAL 2,JTN,JAKTIM,WA Read,HSSP_ULDL
4/1/2022 22:37,REGIONAL 3,GGK,BANDUNG,WA Read,HSSP_ULDL
4/1/2022 22:37,REGIONAL 4,GOD,YOGYAKARTA,WA Submitted,HSSP_ULDL
4/1/2022 22:37,REGIONAL 2,CIK,BEKASI,WA Delivered,HSSP_ULDL
4/1/2022 22:37,REGIONAL 2,EJI,BEKASI,WA Delivered,HSSP_ULDL
4/1/2022 22:37,REGIONAL 2,PDK,JAKTIM,WA Delivered,HSSP_ULDL
4/1/2022 22:37,REGIONAL 2,TAR,BEKASI,WA Read,HSSP_ULDL
4/1/2022 22:37,REGIONAL 2,KLD,JAKTIM,WA Read,HSSP_ULDL
4/1/2022 22:37,REGIONAL 5,BWG,JEMBER,WA Read,HSSP_ULDL
4/1/2022 22:37,REGIONAL 6,BRU,BALIKPAPAN,WA Read,HSSP_ULDL
4/1/2022 22:37,REGIONAL 6,KSO,PALANGKARAYA,WA Read,HSSP_ULDL
4/1/2022 22:37,REGIONAL 2,CPP,JAKPUS,WA Rejected,HSSP_ULDL
4/1/2022 22:37,REGIONAL 3,LBG,BANDUNG,WA Failed,HSSP_ULDL
4/1/2022 22:37,REGIONAL 2,KLD,JAKTIM,WA Delivered,HSSP_ULDL
4/1/2022 22:37,REGIONAL 2,RMG,JAKTIM,WA Read,HSSP_ULDL
4/1/2022 22:37,REGIONAL 3,BTJ,BANDUNG BARAT,WA Read,HSSP_ULDL
4/1/2022 22:37,REGIONAL 4,SLI,SEMARANG,WA Read,HSSP_ULDL
4/1/2022 22:37,REGIONAL 5,TOP,DENPASAR,WA Read,HSSP_ULDL
4/1/2022 22:37,REGIONAL 5,BWG,JEMBER,WA Read,HSSP_ULDL
4/1/2022 22:37,REGIONAL 5,SDD,SBY UTARA,WA Read,HSSP_ULDL
4/1/2022 22:37,REGIONAL 2,CBR,BEKASI,WA Rejected,HSSP_ULDL
4/1/2022 22:37,REGIONAL 2,SLP,JAKBAR,WA Rejected,HSSP_ULDL
4/1/2022 22:37,REGIONAL 2,CWA,JAKTIM,WA Rejected,HSSP_ULDL
4/1/2022 22:37,REGIONAL 2,PGG,JAKTIM,WA Rejected,HSSP_ULDL
4/1/2022 22:37,REGIONAL 2,CWA,JAKTIM,WA Delivered,HSSP_ULDL
4/1/2022 22:37,REGIONAL 2,KRG,JAKTIM,WA Delivered,HSSP_ULDL
4/1/2022 22:37,REGIONAL 3,LBG,BANDUNG,WA Delivered,HSSP_ULDL
4/1/2022 22:37,REGIONAL 5,SEL,MATARAM,WA Delivered,HSSP_ULDL
4/1/2022 22:37,REGIONAL 2,CID,JAKPUS,WA Read,HSSP_ULDL
4/1/2022 22:37,REGIONAL 2,CWA,JAKTIM,WA Read,HSSP_ULDL
4/1/2022 22:37,REGIONAL 3,JTW,CIREBON,WA Read,HSSP_ULDL
4/1/2022 22:37,REGIONAL 2,KDY,JAKBAR,WA Rejected,HSSP_ULDL
4/1/2022 22:37,REGIONAL 2,KBY,JAKSEL,WA Rejected,HSSP_ULDL
4/1/2022 22:37,REGIONAL 2,TBE,JAKSEL,WA Rejected,HSSP_ULDL
4/1/2022 22:37,REGIONAL 2,KLD,JAKTIM,WA Rejected,HSSP_ULDL
4/1/2022 22:37,REGIONAL 2,RMG,JAKTIM,WA Rejected,HSSP_ULDL
4/1/2022 22:37,REGIONAL 2,CLD,TANGERANG,WA Rejected,HSSP_ULDL
4/1/2022 22:38,REGIONAL 2,CPA,TANGERANG,WA Read,HSSP_ULDL
4/1/2022 22:38,REGIONAL 3,SMD,BANDUNG,WA Read,HSSP_ULDL
4/1/2022 22:38,REGIONAL 4,MTY,MAGELANG,WA Rejected,HSSP_ULDL
4/1/2022 22:38,REGIONAL 4,PKM,YOGYAKARTA,WA Rejected,HSSP_ULDL
4/1/2022 22:38,REGIONAL 2,PAG,BOGOR,WA Delivered,HSSP_ULDL
4/1/2022 22:38,REGIONAL 2,LGK,TANGERANG,WA Delivered,HSSP_ULDL
4/1/2022 22:38,REGIONAL 3,SKB,SUKABUMI,WA Delivered,HSSP_ULDL
4/1/2022 22:38,REGIONAL 4,SLI,SEMARANG,WA Delivered,HSSP_ULDL
4/1/2022 22:38,REGIONAL 2,BEK,BEKASI,WA Read,HSSP_ULDL
4/1/2022 22:38,REGIONAL 2,BIN,JAKSEL,WA Read,HSSP_ULDL
4/1/2022 22:38,REGIONAL 2,CWA,JAKTIM,WA Read,HSSP_ULDL
4/1/2022 22:38,REGIONAL 2,JTN,JAKTIM,WA Read,HSSP_ULDL
4/1/2022 22:38,REGIONAL 2,KRG,JAKTIM,WA Read,HSSP_ULDL
4/1/2022 22:38,REGIONAL 2,RMG,JAKTIM,WA Read,HSSP_ULDL
4/1/2022 22:38,REGIONAL 3,KRM,CIREBON,WA Read,HSSP_ULDL
4/1/2022 22:38,REGIONAL 4,PBG,PURWOKERTO,WA Read,HSSP_ULDL
4/1/2022 22:38,REGIONAL 4,PWT,PURWOKERTO,WA Read,HSSP_ULDL
4/1/2022 22:38,REGIONAL 4,PWT,PURWOKERTO,WA Read,HSSP_ULDL
4/1/2022 22:38,REGIONAL 5,BWG,JEMBER,WA Read,HSSP_ULDL
4/1/2022 22:38,REGIONAL 5,BDG,SBY UTARA,WA Read,HSSP_ULDL
4/1/2022 22:38,REGIONAL 6,BNT,PALANGKARAYA,WA Read,HSSP_ULDL
4/1/2022 22:38,REGIONAL 2,KRG,JAKTIM,WA Rejected,HSSP_ULDL
4/1/2022 22:38,REGIONAL 2,PSK,TANGERANG,WA Rejected,HSSP_ULDL
4/1/2022 22:38,REGIONAL 3,RGA,CIREBON,WA Rejected,HSSP_ULDL
4/1/2022 22:38,REGIONAL 4,PWT,PURWOKERTO,WA Rejected,HSSP_ULDL
4/1/2022 22:38,REGIONAL 4,PGR,YOGYAKARTA,WA Rejected,HSSP_ULDL
4/1/2022 22:38,REGIONAL 2,PSR,JAKTIM,WA Submitted,HSSP_ULDL
4/1/2022 22:38,REGIONAL 4,SLI,SEMARANG,WA Submitted,HSSP_ULDL
4/1/2022 22:38,REGIONAL 4,SRG,SOLO,WA Submitted,HSSP_ULDL
4/1/2022 22:38,REGIONAL 4,PWT,PURWOKERTO,WA Delivered,HSSP_ULDL
4/1/2022 22:38,REGIONAL 3,CJR,SUKABUMI,WA Read,HSSP_ULDL
4/1/2022 22:38,REGIONAL 4,SLI,SEMARANG,WA Read,HSSP_ULDL
4/1/2022 22:38,REGIONAL 4,KBU,YOGYAKARTA,WA Read,HSSP_ULDL
4/1/2022 22:38,REGIONAL 2,LGK,TANGERANG,WA Delivered,HSSP_ULDL
4/1/2022 22:38,REGIONAL 2,JBB,BEKASI,WA Read,HSSP_ULDL
4/1/2022 22:38,REGIONAL 2,JTN,JAKTIM,WA Read,HSSP_ULDL
4/1/2022 22:38,REGIONAL 3,DGO,BANDUNG,WA Read,HSSP_ULDL
4/1/2022 22:38,REGIONAL 4,SLI,SEMARANG,WA Read,HSSP_ULDL
4/1/2022 22:38,REGIONAL 4,KGD,YOGYAKARTA,WA Read,HSSP_ULDL
4/1/2022 22:38,REGIONAL 2,GAN,JAKTIM,WA Rejected,HSSP_ULDL
5/9/2022 16:15,REGIONAL 6,TRK,TARAKAN,WA Read,ULDL
5/9/2022 16:15,REGIONAL 6,TRK,TARAKAN,WA Read,ULDL
5/9/2022 16:15,REGIONAL 6,TSL,TARAKAN,WA Read,ULDL
5/9/2022 16:15,REGIONAL 6,BRU,BALIKPAPAN,WA Read,ULDL
5/9/2022 16:15,REGIONAL 6,GSA,BALIKPAPAN,WA Read,ULDL
5/9/2022 16:15,REGIONAL 6,AMT,BANJARMASIN,WA Read,ULDL
5/9/2022 16:15,REGIONAL 6,RTA,BANJARMASIN,WA Read,ULDL
5/9/2022 16:15,REGIONAL 6,TJL,BANJARMASIN,WA Read,ULDL
5/9/2022 16:15,REGIONAL 6,TJL,BANJARMASIN,WA Read,ULDL
5/9/2022 16:15,REGIONAL 6,PBU,PALANGKARAYA,WA Read,ULDL
5/9/2022 16:15,REGIONAL 6,KKU,PONTIANAK,WA Read,ULDL
5/9/2022 16:15,REGIONAL 6,NGG,PONTIANAK,WA Read,ULDL
5/9/2022 16:15,REGIONAL 6,NPN,PONTIANAK,WA Read,ULDL
5/9/2022 16:15,REGIONAL 6,PTK,PONTIANAK,WA Read,ULDL
5/9/2022 16:15,REGIONAL 6,PTK,PONTIANAK,WA Read,ULDL
5/9/2022 16:15,REGIONAL 6,SDR,PONTIANAK,WA Read,ULDL
5/9/2022 16:15,REGIONAL 6,SGU,PONTIANAK,WA Read,ULDL
5/9/2022 16:15,REGIONAL 6,SNW,PONTIANAK,WA Read,ULDL
5/9/2022 16:15,REGIONAL 6,SRD,PONTIANAK,WA Read,ULDL
5/9/2022 16:15,REGIONAL 6,STG,PONTIANAK,WA Read,ULDL
5/9/2022 16:15,REGIONAL 6,STG,PONTIANAK,WA Read,ULDL
5/9/2022 16:15,REGIONAL 6,PAA,SAMARINDA,WA Read,ULDL
5/9/2022 16:15,REGIONAL 6,SEM,SAMARINDA,WA Read,ULDL
5/9/2022 16:15,REGIONAL 6,TGG,SAMARINDA,WA Read,ULDL
5/9/2022 16:15,REGIONAL 6,TGG,SAMARINDA,WA Read,ULDL
5/9/2022 16:15,REGIONAL 6,TRK,TARAKAN,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,ABO,AMBON,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,TUA,AMBON,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,GTL,GORONTALO,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,ABE,JAYAPURA,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,SNI,JAYAPURA,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,SNI,JAYAPURA,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,KDR,KENDARI,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,KKA,KENDARI,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,BAL,MAKASAR,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,BAL,MAKASAR,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,UNH,KENDARI,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,UNH,KENDARI,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,UNH,KENDARI,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,UNH,KENDARI,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,UNH,KENDARI,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,UNH,KENDARI,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,UNH,KENDARI,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,UNH,KENDARI,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,UNH,KENDARI,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,UNH,KENDARI,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,UNH,KENDARI,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,WNC,KENDARI,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,WNC,KENDARI,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,WNC,KENDARI,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,WNC,KENDARI,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,WNC,KENDARI,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,WNC,KENDARI,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,ANT,MAKASAR,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,ANT,MAKASAR,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,ANT,MAKASAR,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,ANT,MAKASAR,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,ANT,MAKASAR,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,ANT,MAKASAR,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,ANT,MAKASAR,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,ANT,MAKASAR,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,ANT,MAKASAR,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,ANT,MAKASAR,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,ANT,MAKASAR,WA Read,ULDL
5/9/2022 16:15,REGIONAL 7,ANT,MAKASAR,WA Read,ULDL
5/9/2022 16:15,REGIONAL 6,PYM,PALANGKARAYA,WA Delivered,ULDL
5/9/2022 16:15,REGIONAL 6,SRY,PONTIANAK,WA Delivered,ULDL
5/9/2022 16:15,REGIONAL 6,LKT,SAMARINDA,WA Delivered,ULDL
5/9/2022 16:15,REGIONAL 6,LOB,SAMARINDA,WA Delivered,ULDL
5/9/2022 16:15,REGIONAL 6,TMD,SAMARINDA,WA Delivered,ULDL
5/9/2022 16:15,REGIONAL 6,TSL,TARAKAN,WA Delivered,ULDL
5/9/2022 16:15,REGIONAL 7,PAO,AMBON,WA Delivered,ULDL
5/9/2022 16:15,REGIONAL 7,ABE,JAYAPURA,WA Delivered,ULDL
5/9/2022 16:15,REGIONAL 7,ABE,JAYAPURA,WA Delivered,ULDL
5/9/2022 16:15,REGIONAL 7,JAP,JAYAPURA,WA Delivered,ULDL
5/9/2022 16:15,REGIONAL 7,MRK,JAYAPURA,WA Delivered,ULDL
5/9/2022 16:15,REGIONAL 7,MRS,GORONTALO,WA Delivered,ULDL
5/9/2022 16:15,REGIONAL 7,MRS,GORONTALO,WA Delivered,ULDL
5/9/2022 16:15,REGIONAL 7,TLG,GORONTALO,WA Delivered,ULDL
5/9/2022 16:15,REGIONAL 7,TLG,GORONTALO,WA Delivered,ULDL
5/9/2022 16:15,REGIONAL 7,TLG,GORONTALO,WA Delivered,ULDL
5/9/2022 16:15,REGIONAL 7,TLG,GORONTALO,WA Delivered,ULDL
5/9/2022 16:15,REGIONAL 7,TLG,GORONTALO,WA Delivered,ULDL
5/9/2022 16:15,REGIONAL 7,TLG,GORONTALO,WA Delivered,ULDL
5/9/2022 16:15,REGIONAL 7,TLG,GORONTALO,WA Delivered,ULDL
5/9/2022 16:15,REGIONAL 7,TLG,GORONTALO,WA Delivered,ULDL
5/9/2022 16:15,REGIONAL 7,ABE,JAYAPURA,WA Delivered,ULDL
5/9/2022 16:15,REGIONAL 7,ABE,JAYAPURA,WA Delivered,ULDL
5/9/2022 16:15,REGIONAL 7,ABE,JAYAPURA,WA Delivered,ULDL
5/9/2022 16:15,REGIONAL 7,ABE,JAYAPURA,WA Delivered,ULDL
5/9/2022 16:15,REGIONAL 7,ABE,JAYAPURA,WA Delivered,ULDL
5/9/2022 16:15,REGIONAL 7,ABE,JAYAPURA,WA Delivered,ULDL
5/9/2022 16:15,REGIONAL 7,ABE,JAYAPURA,WA Delivered,ULDL
5/9/2022 16:15,REGIONAL 7,ABE,JAYAPURA,WA Delivered,ULDL
6/24/2022 21:11,REGIONAL 7,PLB,PALU,WA Rejected,ULDL
6/24/2022 21:11,REGIONAL 7,TEN,PALU,WA Rejected,ULDL
6/24/2022 21:11,REGIONAL 7,TOL,PALU,WA Rejected,ULDL
6/24/2022 21:11,REGIONAL 7,ENR,PAREPARE,WA Rejected,ULDL
6/24/2022 21:11,REGIONAL 7,MAJ,PAREPARE,WA Rejected,ULDL
6/24/2022 21:11,REGIONAL 7,MAK,PAREPARE,WA Rejected,ULDL
6/24/2022 21:11,REGIONAL 7,MAM,PAREPARE,WA Rejected,ULDL
6/24/2022 21:11,REGIONAL 7,PIN,PAREPARE,WA Rejected,ULDL
6/24/2022 21:11,REGIONAL 7,PRE,PAREPARE,WA Rejected,ULDL
6/24/2022 21:11,REGIONAL 7,WTG,PAREPARE,WA Rejected,ULDL
6/24/2022 21:11,REGIONAL 3,KLI,KARAWANG,WA Submitted,ULDL
6/24/2022 21:11,REGIONAL 6,BLC,BANJARMASIN,WA Submitted,ULDL
6/24/2022 21:11,REGIONAL 6,SER,BANJARMASIN,WA Submitted,ULDL
6/24/2022 21:11,REGIONAL 6,BNT,PALANGKARAYA,WA Submitted,ULDL
6/24/2022 21:11,REGIONAL 6,KSO,PALANGKARAYA,WA Submitted,ULDL
6/24/2022 21:11,REGIONAL 6,MTW,PALANGKARAYA,WA Submitted,ULDL
6/24/2022 21:11,REGIONAL 6,PBU,PALANGKARAYA,WA Submitted,ULDL
6/24/2022 21:11,REGIONAL 6,PLK,PALANGKARAYA,WA Submitted,ULDL
6/24/2022 21:11,REGIONAL 6,SAI,PALANGKARAYA,WA Submitted,ULDL
6/24/2022 21:11,REGIONAL 6,BOT,SAMARINDA,WA Submitted,ULDL
6/24/2022 21:11,REGIONAL 6,BOT,SAMARINDA,WA Submitted,ULDL
6/24/2022 21:11,REGIONAL 6,LOB,SAMARINDA,WA Submitted,ULDL
6/24/2022 21:11,REGIONAL 6,LOB,SAMARINDA,WA Submitted,ULDL
6/24/2022 21:11,REGIONAL 6,SEM,SAMARINDA,WA Submitted,ULDL
6/24/2022 21:11,REGIONAL 6,SEM,SAMARINDA,WA Submitted,ULDL
7/1/2022 21:11,REGIONAL 5,KPS,SBY UTARA,WA Delivered,ULDL
7/1/2022 21:11,REGIONAL 5,KRP,SBY UTARA,WA Delivered,ULDL
7/1/2022 21:11,REGIONAL 5,LKI,SBY UTARA,WA Delivered,ULDL
7/1/2022 21:11,REGIONAL 5,TNS,SBY UTARA,WA Delivered,ULDL
7/1/2022 21:11,REGIONAL 5,PRB,KEDIRI,WA Delivered,ULDL
7/1/2022 21:11,REGIONAL 5,PRB,KEDIRI,WA Delivered,ULDL
7/1/2022 21:11,REGIONAL 5,BLB,MALANG,WA Delivered,ULDL
7/1/2022 21:11,REGIONAL 7,PRE,PAREPARE,WA Delivered,ULDL
7/1/2022 21:11,REGIONAL 7,BAR,PAREPARE,WA Delivered,ULDL
7/1/2022 21:11,REGIONAL 7,MLL,PAREPARE,WA Delivered,ULDL
7/1/2022 21:11,REGIONAL 7,PIN,PAREPARE,WA Delivered,ULDL
7/1/2022 21:11,REGIONAL 7,FFA,SORONG,WA Delivered,ULDL
7/1/2022 21:11,REGIONAL 7,FFA,SORONG,WA Delivered,ULDL
7/1/2022 21:11,REGIONAL 1,MDC,MEDAN,WA Read,ULDL
7/1/2022 21:11,REGIONAL 1,PBB,RIDAR,WA Read,ULDL
7/1/2022 21:11,REGIONAL 1,PBB,RIDAR,WA Read,ULDL
7/1/2022 21:11,REGIONAL 2,BIN,JAKSEL,WA Read,ULDL
7/1/2022 21:11,REGIONAL 2,MKR,JAKUT,WA Read,ULDL
7/1/2022 21:11,REGIONAL 2,PDM,JAKUT,WA Read,ULDL
7/1/2022 21:11,REGIONAL 3,LBG,BANDUNG,WA Read,ULDL
7/1/2022 21:11,REGIONAL 4,KTM,PEKALONGAN,WA Read,ULDL
7/1/2022 21:11,REGIONAL 4,MSO,SOLO,WA Read,ULDL
7/1/2022 21:11,REGIONAL 4,KDW,PEKALONGAN,WA Read,ULDL
7/1/2022 21:11,REGIONAL 4,PML,PEKALONGAN,WA Read,ULDL
7/1/2022 21:11,REGIONAL 5,GDG,MALANG,WA Read,ULDL
7/1/2022 21:11,REGIONAL 5,GDG,MALANG,WA Read,ULDL
7/1/2022 21:11,REGIONAL 5,BLB,MALANG,WA Read,ULDL
7/1/2022 21:11,REGIONAL 5,BLB,MALANG,WA Read,ULDL
7/1/2022 21:11,REGIONAL 5,GDG,MALANG,WA Read,ULDL
7/26/2022 5:11,REGIONAL 5,KLM,DENPASAR,undefined,
7/26/2022 5:11,REGIONAL 5,KBS,JEMBER,undefined,
7/26/2022 5:11,REGIONAL 5,PUG,JEMBER,undefined,
7/26/2022 5:11,REGIONAL 5,SPO,JEMBER,undefined,
7/26/2022 5:11,REGIONAL 5,KDI,KEDIRI,undefined,
7/26/2022 5:11,REGIONAL 5,NJK,KEDIRI,undefined,
7/26/2022 5:11,REGIONAL 5,KPN,KUPANG,undefined,
7/26/2022 5:11,REGIONAL 5,RTE,KUPANG,undefined,
7/26/2022 5:11,REGIONAL 5,BLB,MALANG,undefined,
7/26/2022 5:11,REGIONAL 5,BLB,MALANG,undefined,
7/26/2022 5:11,REGIONAL 5,BRG,MALANG,undefined,
7/26/2022 5:11,REGIONAL 5,BTU,MALANG,undefined,
7/26/2022 5:11,REGIONAL 5,KLJ,MALANG,undefined,
7/26/2022 5:11,REGIONAL 5,MTR,MATARAM,undefined,
7/26/2022 5:11,REGIONAL 5,GSK,SBY UTARA,undefined,
7/26/2022 5:11,REGIONAL 5,SGR,SINGARJA,undefined,
7/26/2022 5:11,REGIONAL 5,BLB,MALANG,undefined,
7/26/2022 5:11,REGIONAL 5,BBE,SBY UTARA,undefined,
7/26/2022 5:11,REGIONAL 5,GSK,SBY UTARA,undefined,
7/26/2022 5:11,REGIONAL 5,TNS,SBY UTARA,undefined,
7/26/2022 5:11,REGIONAL 5,GDA,SIDOARJO,undefined,
7/26/2022 5:11,REGIONAL 5,MRT,SIDOARJO,undefined,
7/26/2022 5:11,REGIONAL 5,PDA,SIDOARJO,undefined,
7/26/2022 5:11,REGIONAL 5,GDG,MALANG,undefined,
7/26/2022 5:11,REGIONAL 5,SDN,SIDOARJO,undefined,
7/26/2022 5:11,REGIONAL 7,GTL,GORONTALO,undefined,
7/26/2022 5:11,REGIONAL 7,MMS,PAREPARE,undefined,
7/26/2022 5:11,REGIONAL 7,PLW,PAREPARE,undefined,
7/26/2022 5:11,REGIONAL 7,MMS,PAREPARE,undefined,
7/26/2022 5:11,REGIONAL 7,PLW,PAREPARE,undefined,
7/26/2022 5:11,REGIONAL 7,SRK,PAREPARE,undefined,
7/26/2022 5:11,REGIONAL 7,MDG,KENDARI,undefined,
7/26/2022 5:11,REGIONAL 7,RTP,PAREPARE,undefined,
7/26/2022 5:11,REGIONAL 7,RTP,PAREPARE,undefined,
